order_id,branch_id,order_date,total_amount,status
ORD01509,BR003,2025-01-07,46.39,Completed
ORD02316,BR004,2025-01-07,46.44,Completed
ORD02864,BR002,2025-01-07,18.5,Completed
ORD03066,BR004,2025-01-07,17.26,Completed
ORD03379,BR004,2025-01-07,31.72,Completed
ORD05145,BR003,2025-01-07,12.8,Completed
ORD05491,BR003,2025-01-07,17.18,Completed
ORD05878,BR001,2025-01-07,61.57,Completed
ORD05911,BR001,2025-01-07,111.44,Completed
ORD06012,BR001,2025-01-07,15.05,Completed
ORD06732,BR002,2025-01-07,35.61,Completed
ORD00089,BR002,2025-01-08,45.57,Completed
ORD00567,BR004,2025-01-08,55.11,Completed
ORD00812,BR002,2025-01-08,103.59,Completed
ORD00828,BR004,2025-01-08,22.62,Completed
ORD00835,BR003,2025-01-08,77.96,Completed
ORD01780,BR004,2025-01-08,54.75,Completed
ORD02638,BR001,2025-01-08,63.88,Completed
ORD03703,BR003,2025-01-08,86.25,Completed
ORD03851,BR004,2025-01-08,38.88,Completed
ORD04233,BR002,2025-01-08,110.88,Completed
ORD04903,BR004,2025-01-08,29.44,Completed
ORD06125,BR004,2025-01-08,63.57,Completed
ORD06434,BR002,2025-01-08,53.72,Completed
ORD06721,BR004,2025-01-08,17.7,Completed
ORD00711,BR002,2025-01-09,11.31,Completed
ORD01420,BR004,2025-01-09,60.24,Completed
ORD01525,BR001,2025-01-09,44.08,Completed
ORD01565,BR001,2025-01-09,44.21,Completed
ORD01590,BR003,2025-01-09,86.19,Completed
ORD01937,BR004,2025-01-09,51.54,Completed
ORD02152,BR002,2025-01-09,44.42,Completed
ORD02182,BR004,2025-01-09,45.6,Completed
ORD02440,BR001,2025-01-09,17.77,Completed
ORD02809,BR003,2025-01-09,39.42,Completed
ORD03238,BR004,2025-01-09,41.76,Completed
ORD03253,BR003,2025-01-09,23.52,Completed
ORD03398,BR002,2025-01-09,85.71,Completed
ORD03497,BR004,2025-01-09,27.47,Completed
ORD04505,BR002,2025-01-09,105.63,Completed
ORD04776,BR003,2025-01-09,11.68,Completed
ORD05089,BR003,2025-01-09,47.35,Completed
ORD05520,BR002,2025-01-09,48.89,Completed
ORD05578,BR002,2025-01-09,55.88,Completed
ORD05675,BR001,2025-01-09,96.79,Completed
ORD06322,BR004,2025-01-09,42.38,Completed
ORD01548,BR001,2025-01-10,16.38,Completed
ORD02015,BR002,2025-01-10,56.99,Completed
ORD02153,BR003,2025-01-10,20.39,Completed
ORD02369,BR003,2025-01-10,23.22,Completed
ORD02961,BR001,2025-01-10,37.77,Completed
ORD03536,BR003,2025-01-10,41.29,Completed
ORD04402,BR002,2025-01-10,39.9,Completed
ORD06706,BR003,2025-01-10,81.66,Completed
ORD00515,BR003,2025-01-11,20.8,Completed
ORD02738,BR001,2025-01-11,14.72,Completed
ORD03263,BR004,2025-01-11,129.54,Completed
ORD03458,BR001,2025-01-11,16.26,Completed
ORD03599,BR004,2025-01-11,18.37,Completed
ORD03608,BR003,2025-01-11,79.71,Completed
ORD04692,BR004,2025-01-11,39.32,Completed
ORD05105,BR004,2025-01-11,66.16,Completed
ORD05333,BR004,2025-01-11,25.37,Completed
ORD05370,BR001,2025-01-11,21.76,Completed
ORD06975,BR001,2025-01-11,63.09,Completed
ORD06997,BR001,2025-01-11,23.28,Completed
ORD00820,BR003,2025-01-12,63.55,Completed
ORD00894,BR001,2025-01-12,11.52,Completed
ORD01073,BR001,2025-01-12,29.59,Completed
ORD01080,BR003,2025-01-12,16.92,Completed
ORD01266,BR001,2025-01-12,39.25,Completed
ORD03747,BR003,2025-01-12,68.4,Completed
ORD03903,BR004,2025-01-12,72.71,Completed
ORD04533,BR004,2025-01-12,58.3,Completed
ORD04871,BR003,2025-01-12,39.42,Completed
ORD05798,BR001,2025-01-12,15.19,Completed
ORD06042,BR001,2025-01-12,46.7,Completed
ORD06923,BR004,2025-01-12,88.36,Completed
ORD01091,BR001,2025-01-13,50.47,Completed
ORD02831,BR003,2025-01-13,72.69,Completed
ORD04995,BR001,2025-01-13,62.4,Completed
ORD06238,BR002,2025-01-13,12.96,Completed
ORD00635,BR002,2025-01-14,86.13,Completed
ORD01043,BR001,2025-01-14,46.22,Completed
ORD01158,BR004,2025-01-14,78.44,Completed
ORD01540,BR004,2025-01-14,43.96,Completed
ORD01680,BR002,2025-01-14,51.54,Completed
ORD02443,BR002,2025-01-14,10.84,Completed
ORD03667,BR001,2025-01-14,69.33,Completed
ORD04097,BR003,2025-01-14,60.83,Completed
ORD04509,BR001,2025-01-14,23.48,Completed
ORD04521,BR001,2025-01-14,22.62,Completed
ORD06433,BR001,2025-01-14,32.94,Completed
ORD00241,BR002,2025-01-15,68.4,Completed
ORD00653,BR001,2025-01-15,102.0,Completed
ORD02376,BR001,2025-01-15,24.66,Completed
ORD02386,BR003,2025-01-15,15.68,Completed
ORD04352,BR001,2025-01-15,19.8,Completed
ORD04423,BR004,2025-01-15,6.86,Completed
ORD05180,BR002,2025-01-15,20.39,Completed
ORD05687,BR002,2025-01-15,11.52,Completed
ORD05884,BR002,2025-01-15,11.74,Completed
ORD06458,BR002,2025-01-15,95.8,Completed
ORD00176,BR001,2025-01-16,35.22,Completed
ORD01117,BR004,2025-01-16,78.18,Completed
ORD01616,BR002,2025-01-16,35.04,Completed
ORD02184,BR004,2025-01-16,66.63,Completed
ORD02937,BR003,2025-01-16,23.36,Completed
ORD03418,BR001,2025-01-16,31.44,Completed
ORD04422,BR003,2025-01-16,40.78,Completed
ORD04784,BR004,2025-01-16,11.28,Completed
ORD05230,BR003,2025-01-16,29.44,Completed
ORD05341,BR003,2025-01-16,6.4,Completed
ORD05740,BR004,2025-01-16,20.38,Completed
ORD05801,BR001,2025-01-16,53.78,Completed
ORD06615,BR003,2025-01-16,23.02,Completed
ORD00398,BR002,2025-01-17,21.76,Completed
ORD01221,BR001,2025-01-17,42.01,Completed
ORD02273,BR001,2025-01-17,11.28,Completed
ORD02617,BR001,2025-01-17,50.85,Completed
ORD02948,BR002,2025-01-17,16.47,Completed
ORD03215,BR003,2025-01-17,47.16,Completed
ORD03366,BR002,2025-01-17,14.3,Completed
ORD03606,BR002,2025-01-17,92.58,Completed
ORD04151,BR001,2025-01-17,45.37,Completed
ORD04406,BR001,2025-01-17,102.99,Completed
ORD06006,BR004,2025-01-17,55.11,Completed
ORD06557,BR004,2025-01-17,15.54,Completed
ORD00765,BR002,2025-01-18,18.37,Completed
ORD01642,BR003,2025-01-18,88.92,Completed
ORD02679,BR004,2025-01-18,40.32,Completed
ORD03208,BR003,2025-01-18,6.05,Completed
ORD04126,BR003,2025-01-18,35.61,Completed
ORD04398,BR001,2025-01-18,33.93,Completed
ORD04719,BR001,2025-01-18,10.31,Completed
ORD04801,BR002,2025-01-18,18.37,Completed
ORD04876,BR003,2025-01-18,39.42,Completed
ORD05152,BR004,2025-01-18,50.85,Completed
ORD05630,BR003,2025-01-18,90.87,Completed
ORD06368,BR003,2025-01-18,40.16,Completed
ORD06816,BR002,2025-01-18,59.49,Completed
ORD00053,BR004,2025-01-19,34.94,Completed
ORD00168,BR003,2025-01-19,41.01,Completed
ORD00183,BR003,2025-01-19,64.32,Completed
ORD01260,BR002,2025-01-19,24.04,Completed
ORD02135,BR001,2025-01-19,32.94,Completed
ORD02690,BR002,2025-01-19,44.92,Completed
ORD02838,BR001,2025-01-19,66.7,Completed
ORD02876,BR004,2025-01-19,41.6,Completed
ORD04633,BR004,2025-01-19,23.28,Completed
ORD04812,BR003,2025-01-19,69.33,Completed
ORD05062,BR004,2025-01-19,38.83,Completed
ORD05966,BR003,2025-01-19,13.5,Completed
ORD07000,BR001,2025-01-19,68.03,Completed
ORD00888,BR003,2025-01-20,11.68,Completed
ORD01296,BR003,2025-01-20,26.85,Completed
ORD02344,BR001,2025-01-20,76.18,Completed
ORD02380,BR004,2025-01-20,49.63,Completed
ORD02874,BR004,2025-01-20,20.58,Completed
ORD02928,BR003,2025-01-20,64.71,Completed
ORD03143,BR002,2025-01-20,65.13,Completed
ORD03845,BR003,2025-01-20,42.06,Completed
ORD03959,BR003,2025-01-20,19.8,Completed
ORD05689,BR003,2025-01-20,74.39,Completed
ORD05918,BR003,2025-01-20,54.15,Completed
ORD06549,BR003,2025-01-20,35.61,Completed
ORD06853,BR002,2025-01-20,55.11,Completed
ORD00560,BR003,2025-01-21,50.88,Completed
ORD00750,BR001,2025-01-21,40.16,Completed
ORD03338,BR004,2025-01-21,47.8,Completed
ORD03556,BR002,2025-01-21,51.18,Completed
ORD03790,BR002,2025-01-21,35.22,Completed
ORD04150,BR004,2025-01-21,39.42,Completed
ORD04815,BR004,2025-01-21,43.18,Completed
ORD05510,BR002,2025-01-21,38.78,Completed
ORD05833,BR003,2025-01-21,69.06,Completed
ORD05928,BR001,2025-01-21,86.13,Completed
ORD06132,BR004,2025-01-21,64.24,Completed
ORD06523,BR003,2025-01-21,67.64,Completed
ORD06688,BR004,2025-01-21,6.75,Completed
ORD06892,BR004,2025-01-21,78.47,Completed
ORD06941,BR001,2025-01-21,109.56,Completed
ORD00552,BR001,2025-01-22,23.79,Completed
ORD00688,BR002,2025-01-22,35.94,Completed
ORD00816,BR003,2025-01-22,15.54,Completed
ORD01100,BR001,2025-01-22,14.3,Completed
ORD01332,BR002,2025-01-22,25.25,Completed
ORD01491,BR001,2025-01-22,18.15,Completed
ORD01613,BR003,2025-01-22,11.74,Completed
ORD02066,BR002,2025-01-22,61.4,Completed
ORD02525,BR003,2025-01-22,66.12,Completed
ORD02658,BR003,2025-01-22,23.28,Completed
ORD03160,BR001,2025-01-22,107.31,Completed
ORD03468,BR002,2025-01-22,23.22,Completed
ORD04478,BR003,2025-01-22,16.95,Completed
ORD04997,BR004,2025-01-22,80.34,Completed
ORD05207,BR004,2025-01-22,20.22,Completed
ORD06090,BR004,2025-01-22,37.4,Completed
ORD06746,BR003,2025-01-22,22.04,Completed
ORD00258,BR001,2025-01-23,57.22,Completed
ORD00736,BR002,2025-01-23,61.98,Completed
ORD01198,BR004,2025-01-23,16.92,Completed
ORD02200,BR003,2025-01-23,41.6,Completed
ORD02717,BR003,2025-01-23,57.33,Completed
ORD03542,BR002,2025-01-23,48.23,Completed
ORD03928,BR002,2025-01-23,59.04,Completed
ORD04003,BR001,2025-01-23,6.4,Completed
ORD04253,BR002,2025-01-23,63.81,Completed
ORD04808,BR001,2025-01-23,31.01,Completed
ORD05102,BR004,2025-01-23,29.51,Completed
ORD05155,BR001,2025-01-23,40.76,Completed
ORD05703,BR002,2025-01-23,37.66,Completed
ORD05790,BR001,2025-01-23,69.06,Completed
ORD06279,BR003,2025-01-23,85.74,Completed
ORD01824,BR003,2025-01-24,23.11,Completed
ORD02146,BR004,2025-01-24,77.07,Completed
ORD02695,BR003,2025-01-24,36.29,Completed
ORD03718,BR004,2025-01-24,15.09,Completed
ORD03741,BR001,2025-01-24,20.39,Completed
ORD04585,BR003,2025-01-24,11.31,Completed
ORD05961,BR001,2025-01-24,29.39,Completed
ORD06767,BR001,2025-01-24,55.11,Completed
ORD00341,BR003,2025-01-25,46.3,Completed
ORD00618,BR004,2025-01-25,73.01,Completed
ORD01713,BR003,2025-01-25,38.71,Completed
ORD02716,BR003,2025-01-25,18.37,Completed
ORD04665,BR001,2025-01-25,60.24,Completed
ORD04868,BR001,2025-01-25,42.67,Completed
ORD04918,BR001,2025-01-25,20.62,Completed
ORD05860,BR003,2025-01-25,60.24,Completed
ORD06155,BR004,2025-01-25,113.14,Completed
ORD06656,BR002,2025-01-25,48.72,Completed
ORD00097,BR003,2025-01-26,31.35,Completed
ORD00303,BR002,2025-01-26,14.3,Completed
ORD00717,BR001,2025-01-26,46.16,Completed
ORD01414,BR004,2025-01-26,53.7,Completed
ORD02055,BR004,2025-01-26,45.57,Completed
ORD02313,BR003,2025-01-26,42.42,Completed
ORD03113,BR003,2025-01-26,29.44,Completed
ORD04982,BR003,2025-01-26,80.82,Completed
ORD05456,BR004,2025-01-26,71.76,Completed
ORD05662,BR002,2025-01-26,30.33,Completed
ORD05876,BR001,2025-01-26,102.39,Completed
ORD01164,BR004,2025-01-27,10.84,Completed
ORD02431,BR002,2025-01-27,15.26,Completed
ORD03021,BR001,2025-01-27,18.7,Completed
ORD03292,BR003,2025-01-27,28.81,Completed
ORD03902,BR004,2025-01-27,19.01,Completed
ORD04066,BR002,2025-01-27,8.19,Completed
ORD04379,BR003,2025-01-27,29.7,Completed
ORD04600,BR004,2025-01-27,36.74,Completed
ORD04996,BR002,2025-01-27,11.87,Completed
ORD05134,BR002,2025-01-27,42.8,Completed
ORD05294,BR004,2025-01-27,51.46,Completed
ORD05372,BR004,2025-01-27,48.21,Completed
ORD05621,BR003,2025-01-27,50.85,Completed
ORD06605,BR003,2025-01-27,56.63,Completed
ORD00497,BR002,2025-01-28,54.25,Completed
ORD01915,BR001,2025-01-28,57.64,Completed
ORD02723,BR001,2025-01-28,69.66,Completed
ORD02931,BR003,2025-01-28,16.26,Completed
ORD03035,BR001,2025-01-28,132.06,Completed
ORD03427,BR002,2025-01-28,12.49,Completed
ORD04439,BR002,2025-01-28,75.33,Completed
ORD04809,BR001,2025-01-28,11.52,Completed
ORD05633,BR001,2025-01-28,48.03,Completed
ORD05693,BR001,2025-01-28,46.62,Completed
ORD06793,BR001,2025-01-28,27.94,Completed
ORD00259,BR002,2025-01-29,44.67,Completed
ORD00328,BR001,2025-01-29,14.3,Completed
ORD00450,BR003,2025-01-29,33.92,Completed
ORD00784,BR001,2025-01-29,36.63,Completed
ORD00966,BR004,2025-01-29,63.57,Completed
ORD01267,BR002,2025-01-29,88.25,Completed
ORD01997,BR001,2025-01-29,50.85,Completed
ORD03081,BR001,2025-01-29,52.71,Completed
ORD03482,BR003,2025-01-29,41.6,Completed
ORD03519,BR003,2025-01-29,26.28,Completed
ORD03976,BR002,2025-01-29,22.14,Completed
ORD04546,BR001,2025-01-29,52.35,Completed
ORD04625,BR004,2025-01-29,85.32,Completed
ORD05261,BR003,2025-01-29,33.93,Completed
ORD05716,BR002,2025-01-29,20.39,Completed
ORD06291,BR004,2025-01-29,48.53,Completed
ORD06768,BR001,2025-01-29,29.64,Completed
ORD06843,BR004,2025-01-29,17.28,Completed
ORD06974,BR001,2025-01-29,79.58,Completed
ORD00607,BR002,2025-01-30,19.2,Completed
ORD00702,BR001,2025-01-30,20.08,Completed
ORD02436,BR004,2025-01-30,86.58,Completed
ORD02829,BR002,2025-01-30,23.22,Completed
ORD03876,BR003,2025-01-30,66.12,Completed
ORD04051,BR001,2025-01-30,45.78,Completed
ORD04737,BR002,2025-01-30,17.26,Completed
ORD05265,BR002,2025-01-30,25.6,Completed
ORD06261,BR004,2025-01-30,63.09,Completed
ORD06405,BR002,2025-01-30,69.78,Completed
ORD06979,BR002,2025-01-30,15.72,Completed
ORD00946,BR003,2025-01-31,46.72,Completed
ORD01731,BR004,2025-01-31,46.27,Completed
ORD01783,BR004,2025-01-31,80.97,Completed
ORD01864,BR002,2025-01-31,17.83,Completed
ORD02026,BR004,2025-01-31,35.48,Completed
ORD02568,BR001,2025-01-31,30.93,Completed
ORD03600,BR004,2025-01-31,57.25,Completed
ORD04004,BR001,2025-01-31,16.38,Completed
ORD04199,BR004,2025-01-31,13.97,Completed
ORD04789,BR001,2025-01-31,19.94,Completed
ORD04958,BR002,2025-01-31,25.24,Completed
ORD04963,BR004,2025-01-31,27.42,Completed
ORD05350,BR002,2025-01-31,56.34,Completed
ORD05359,BR001,2025-01-31,41.61,Completed
ORD05680,BR003,2025-01-31,55.2,Completed
ORD06207,BR002,2025-01-31,19.8,Completed
ORD06354,BR003,2025-01-31,92.01,Completed
ORD06453,BR001,2025-01-31,33.93,Completed
ORD00311,BR004,2025-02-01,68.08,Completed
ORD00523,BR002,2025-02-01,90.87,Completed
ORD00943,BR004,2025-02-01,52.28,Completed
ORD01133,BR001,2025-02-01,45.78,Completed
ORD03078,BR001,2025-02-01,62.52,Completed
ORD04008,BR002,2025-02-01,21.62,Completed
ORD04319,BR003,2025-02-01,11.64,Completed
ORD04778,BR001,2025-02-01,11.64,Completed
ORD05768,BR003,2025-02-01,41.6,Completed
ORD05832,BR001,2025-02-01,66.88,Completed
ORD06855,BR002,2025-02-01,61.17,Completed
ORD00642,BR003,2025-02-02,54.82,Completed
ORD00877,BR003,2025-02-02,42.24,Completed
ORD02000,BR004,2025-02-02,48.49,Completed
ORD03084,BR002,2025-02-02,13.72,Completed
ORD04669,BR004,2025-02-02,94.08,Completed
ORD05480,BR002,2025-02-02,6.75,Completed
ORD05940,BR004,2025-02-02,23.52,Completed
ORD06521,BR004,2025-02-02,53.32,Completed
ORD06895,BR001,2025-02-02,40.76,Completed
ORD01051,BR004,2025-02-03,16.92,Completed
ORD01656,BR002,2025-02-03,43.52,Completed
ORD01699,BR002,2025-02-03,84.28,Completed
ORD02748,BR004,2025-02-03,54.74,Completed
ORD03440,BR004,2025-02-03,37.4,Completed
ORD04211,BR003,2025-02-03,48.07,Completed
ORD04240,BR004,2025-02-03,38.11,Completed
ORD04822,BR004,2025-02-03,41.84,Completed
ORD06040,BR002,2025-02-03,41.51,Completed
ORD00292,BR001,2025-02-04,11.31,Completed
ORD00501,BR003,2025-02-04,47.34,Completed
ORD03123,BR001,2025-02-04,43.52,Completed
ORD03591,BR002,2025-02-04,83.9,Completed
ORD03863,BR003,2025-02-04,83.69,Completed
ORD04070,BR004,2025-02-04,45.97,Completed
ORD04370,BR001,2025-02-04,46.81,Completed
ORD04515,BR003,2025-02-04,10.06,Completed
ORD06589,BR002,2025-02-04,62.24,Completed
ORD00182,BR004,2025-02-05,75.24,Completed
ORD01228,BR001,2025-02-05,44.08,Completed
ORD01458,BR001,2025-02-05,48.77,Completed
ORD03302,BR001,2025-02-05,62.82,Completed
ORD03728,BR004,2025-02-05,15.68,Completed
ORD04649,BR003,2025-02-05,23.36,Completed
ORD05138,BR002,2025-02-05,46.44,Completed
ORD05170,BR001,2025-02-05,39.73,Completed
ORD05269,BR001,2025-02-05,48.2,Completed
ORD05424,BR003,2025-02-05,21.76,Completed
ORD06350,BR002,2025-02-05,21.95,Completed
ORD06657,BR003,2025-02-05,45.51,Completed
ORD06803,BR004,2025-02-05,21.76,Completed
ORD00423,BR001,2025-02-06,34.25,Completed
ORD00646,BR003,2025-02-06,30.52,Completed
ORD01159,BR002,2025-02-06,54.0,Completed
ORD01191,BR001,2025-02-06,81.08,Completed
ORD01684,BR004,2025-02-06,9.14,Completed
ORD02218,BR003,2025-02-06,42.19,Completed
ORD02610,BR001,2025-02-06,15.09,Completed
ORD02927,BR002,2025-02-06,101.04,Completed
ORD04523,BR002,2025-02-06,96.63,Completed
ORD05699,BR002,2025-02-06,16.71,Completed
ORD06529,BR004,2025-02-06,52.09,Completed
ORD00555,BR004,2025-02-07,15.26,Completed
ORD01667,BR001,2025-02-07,41.77,Completed
ORD01851,BR001,2025-02-07,5.76,Completed
ORD04591,BR004,2025-02-07,8.19,Completed
ORD04660,BR004,2025-02-07,81.8,Completed
ORD04909,BR001,2025-02-07,55.11,Completed
ORD05435,BR002,2025-02-07,20.22,Completed
ORD06187,BR003,2025-02-07,56.7,Completed
ORD06548,BR002,2025-02-07,18.7,Completed
ORD06625,BR001,2025-02-07,25.89,Completed
ORD00380,BR004,2025-02-08,39.75,Completed
ORD01109,BR004,2025-02-08,19.8,Completed
ORD01118,BR004,2025-02-08,45.6,Completed
ORD01487,BR004,2025-02-08,61.14,Completed
ORD02250,BR004,2025-02-08,8.63,Completed
ORD02442,BR001,2025-02-08,99.75,Completed
ORD03176,BR001,2025-02-08,52.12,Completed
ORD03386,BR001,2025-02-08,45.52,Completed
ORD03394,BR004,2025-02-08,34.92,Completed
ORD03521,BR002,2025-02-08,19.39,Completed
ORD03531,BR004,2025-02-08,16.26,Completed
ORD03669,BR001,2025-02-08,11.74,Completed
ORD03864,BR003,2025-02-08,29.7,Completed
ORD04620,BR001,2025-02-08,32.93,Completed
ORD05852,BR002,2025-02-08,20.22,Completed
ORD06391,BR003,2025-02-08,80.37,Completed
ORD06471,BR003,2025-02-08,42.38,Completed
ORD00490,BR001,2025-02-09,9.9,Completed
ORD01625,BR002,2025-02-09,49.19,Completed
ORD01825,BR001,2025-02-09,61.13,Completed
ORD04187,BR002,2025-02-09,40.78,Completed
ORD04760,BR003,2025-02-09,20.22,Completed
ORD06174,BR004,2025-02-09,17.26,Completed
ORD00301,BR003,2025-02-10,75.0,Completed
ORD00352,BR001,2025-02-10,41.19,Completed
ORD00532,BR001,2025-02-10,76.87,Completed
ORD01009,BR002,2025-02-10,60.24,Completed
ORD01148,BR002,2025-02-10,35.48,Completed
ORD01644,BR004,2025-02-10,110.55,Completed
ORD01705,BR004,2025-02-10,32.16,Completed
ORD02468,BR003,2025-02-10,21.03,Completed
ORD03472,BR001,2025-02-10,39.86,Completed
ORD03870,BR001,2025-02-10,28.76,Completed
ORD04416,BR004,2025-02-10,20.22,Completed
ORD05006,BR002,2025-02-10,88.08,Completed
ORD05147,BR002,2025-02-10,31.5,Completed
ORD00028,BR004,2025-02-11,6.75,Completed
ORD00030,BR001,2025-02-11,35.77,Completed
ORD00916,BR002,2025-02-11,21.45,Completed
ORD01193,BR003,2025-02-11,48.26,Completed
ORD01522,BR004,2025-02-11,31.58,Completed
ORD01591,BR001,2025-02-11,27.13,Completed
ORD01778,BR004,2025-02-11,57.36,Completed
ORD01786,BR004,2025-02-11,46.04,Completed
ORD01826,BR002,2025-02-11,21.45,Completed
ORD01859,BR004,2025-02-11,21.76,Completed
ORD02057,BR003,2025-02-11,56.86,Completed
ORD02596,BR004,2025-02-11,69.06,Completed
ORD03138,BR001,2025-02-11,77.52,Completed
ORD03570,BR001,2025-02-11,25.6,Completed
ORD03581,BR004,2025-02-11,75.02,Completed
ORD05071,BR004,2025-02-11,22.62,Completed
ORD05244,BR001,2025-02-11,20.62,Completed
ORD05643,BR001,2025-02-11,60.63,Completed
ORD05830,BR001,2025-02-11,35.22,Completed
ORD06840,BR003,2025-02-11,31.08,Completed
ORD00592,BR003,2025-02-12,26.83,Completed
ORD01498,BR001,2025-02-12,85.68,Completed
ORD01862,BR004,2025-02-12,30.14,Completed
ORD03788,BR002,2025-02-12,51.16,Completed
ORD04925,BR004,2025-02-12,38.85,Completed
ORD05283,BR004,2025-02-12,47.16,Completed
ORD05867,BR003,2025-02-12,11.64,Completed
ORD05998,BR003,2025-02-12,122.31,Completed
ORD06711,BR001,2025-02-12,5.42,Completed
ORD01621,BR002,2025-02-13,21.19,Completed
ORD01761,BR003,2025-02-13,22.04,Completed
ORD02145,BR002,2025-02-13,46.66,Completed
ORD02994,BR002,2025-02-13,69.78,Completed
ORD03483,BR001,2025-02-13,23.74,Completed
ORD04715,BR003,2025-02-13,39.78,Completed
ORD05080,BR003,2025-02-13,35.22,Completed
ORD05384,BR003,2025-02-13,22.62,Completed
ORD05761,BR002,2025-02-13,44.46,Completed
ORD06400,BR003,2025-02-13,15.26,Completed
ORD06404,BR002,2025-02-13,39.08,Completed
ORD06573,BR004,2025-02-13,48.26,Completed
ORD06965,BR003,2025-02-13,27.46,Completed
ORD00254,BR002,2025-02-14,55.95,Completed
ORD00934,BR004,2025-02-14,24.57,Completed
ORD05159,BR004,2025-02-14,34.92,Completed
ORD05923,BR001,2025-02-14,61.17,Completed
ORD06188,BR002,2025-02-14,40.56,Completed
ORD06274,BR001,2025-02-14,60.69,Completed
ORD06780,BR002,2025-02-14,23.52,Completed
ORD00106,BR002,2025-02-15,51.54,Completed
ORD00464,BR004,2025-02-15,73.88,Completed
ORD00576,BR003,2025-02-15,14.3,Completed
ORD01149,BR001,2025-02-15,5.03,Completed
ORD01272,BR002,2025-02-15,17.74,Completed
ORD01402,BR001,2025-02-15,67.54,Completed
ORD01611,BR001,2025-02-15,17.28,Completed
ORD01678,BR003,2025-02-15,112.56,Completed
ORD02042,BR001,2025-02-15,6.86,Completed
ORD02284,BR002,2025-02-15,68.4,Completed
